27879,SS
46905,SS
36809,SS
31265,SS
54992,SS
55320,SS
55721,SS
31038,SS


27879,SS*
46905,SS*
36809,SS*
55135,SS
54992,SS
55320,SS
55721,SS
55362,SS*

((55362+55721+55320+54992+55135+36809+46905+27879)/8)/60
          = 808.5895833333333/60 minutos
          = 13.466 horas

((55362+55721+55320+54992+55135+36809+46905+27879+54900+55500)/10)/60
          = 830.8716/60 minutos
          = 13.847 horas

