147,10,PW
138,10,PW
137,10,PW
137,10,PW
156,10,PW
147,10,PW
148,10,PW
149,10,PW
137,10,PW
126,10,PW
520,20,PW
532,20,PW
533,20,PW
636,20,PW
534,20,PW
474,20,PW
525,20,PW
528,20,PW
527,20,PW
519,20,PW
1209,30,PW
1307,30,PW
1258,30,PW
1473,30,PW
1113,30,PW
1148,30,PW
1348,30,PW
1220,30,PW
1252,30,PW
1154,30,PW
2226,40,PW
2316,40,PW
2065,40,PW
2037,40,PW
2287,40,PW
2199,40,PW
2171,40,PW
2118,40,PW
2236,40,PW
2189,40,PW
3617,50,PW
3559,50,PW
3745,50,PW
3267,50,PW
3285,50,PW
3547,50,PW
3246,50,PW
3518,50,PW
3279,50,PW
3299,50,PW
4721,60,PW
4579,60,PW
4929,60,PW
5128,60,PW
5003,60,PW
4910,60,PW
4870,60,PW
4785,60,PW
4923,60,PW
4668,60,PW
6814,70,PW
6658,70,PW
6323,70,PW
6422,70,PW
6230,70,PW
6984,70,PW
7330,70,PW
5984,70,PW
6485,70,PW
6360,70,PW
8642,80,PW
8749,80,PW
10442,80,PW
8416,80,PW
8395,80,PW
8524,80,PW
8826,80,PW
8870,80,PW
8851,80,PW
8498,80,PW
11113,90,PW
11144,90,PW
11020,90,PW
10542,90,PW
11027,90,PW
11041,90,PW
10932,90,PW
10730,90,PW
11270,90,PW
10403,90,PW
12621,100,PW
12739,100,PW
13189,100,PW
13574,100,PW
13469,100,PW
13856,100,PW
13531,100,PW
13083,100,PW
13117,100,PW
13261,100,PW
15631,110,PW
16553,110,PW
16658,110,PW
16270,110,PW
16044,110,PW
15375,110,PW
15490,110,PW
16671,110,PW
15924,110,PW
15379,110,PW
18758,120,PW
19449,120,PW
18918,120,PW
19665,120,PW
19341,120,PW
19355,120,PW
19456,120,PW
19372,120,PW
19357,120,PW
19396,120,PW
22432,130,PW
22151,130,PW
22542,130,PW
22383,130,PW
22236,130,PW
21724,130,PW
22263,130,PW
22103,130,PW
22520,130,PW
22894,130,PW
26292,140,PW
25641,140,PW
26472,140,PW
25915,140,PW
25780,140,PW
25494,140,PW
26126,140,PW
25944,140,PW
26089,140,PW
26217,140,PW
29259,150,PW
31984,150,PW
29749,150,PW
29087,150,PW
31340,150,PW
30534,150,PW
30610,150,PW
29058,150,PW
30758,150,PW
30235,150,PW
68,10,SS
43,10,SS
45,10,SS
29,10,SS
33,10,SS
31,10,SS
78,10,SS
34,10,SS
31,10,SS
62,10,SS
96,20,SS
85,20,SS
56,20,SS
126,20,SS
113,20,SS
84,20,SS
98,20,SS
142,20,SS
54,20,SS
133,20,SS
214,30,SS
174,30,SS
167,30,SS
191,30,SS
139,30,SS
85,30,SS
182,30,SS
83,30,SS
152,30,SS
78,30,SS
180,40,SS
181,40,SS
107,40,SS
190,40,SS
310,40,SS
381,40,SS
196,40,SS
169,40,SS
205,40,SS
182,40,SS
236,50,SS
296,50,SS
315,50,SS
139,50,SS
224,50,SS
206,50,SS
246,50,SS
228,50,SS
137,50,SS
194,50,SS
260,60,SS
161,60,SS
386,60,SS
511,60,SS
235,60,SS
170,60,SS
341,60,SS
225,60,SS
292,60,SS
267,60,SS
196,70,SS
310,70,SS
427,70,SS
314,70,SS
302,70,SS
336,70,SS
360,70,SS
263,70,SS
307,70,SS
274,70,SS
223,80,SS
220,80,SS
269,80,SS
311,80,SS
477,80,SS
395,80,SS
345,80,SS
234,80,SS
340,80,SS
334,80,SS
354,90,SS
442,90,SS
353,90,SS
254,90,SS
263,90,SS
474,90,SS
259,90,SS
401,90,SS
410,90,SS
362,90,SS
441,100,SS
382,100,SS
447,100,SS
428,100,SS
277,100,SS
461,100,SS
434,100,SS
276,100,SS
276,100,SS
422,100,SS
401,110,SS
447,110,SS
549,110,SS
535,110,SS
436,110,SS
566,110,SS
299,110,SS
536,110,SS
661,110,SS
387,110,SS
491,120,SS
537,120,SS
337,120,SS
532,120,SS
525,120,SS
473,120,SS
344,120,SS
1005,120,SS
343,120,SS
610,120,SS
606,130,SS
504,130,SS
358,130,SS
623,130,SS
630,130,SS
350,130,SS
413,130,SS
512,130,SS
495,130,SS
543,130,SS
579,140,SS
577,140,SS
658,140,SS
597,140,SS
567,140,SS
592,140,SS
910,140,SS
604,140,SS
552,140,SS
389,140,SS
595,150,SS
578,150,SS
598,150,SS
615,150,SS
623,150,SS
641,150,SS
637,150,SS
547,150,SS
675,150,SS
605,150,SS
